SANGER_MODEL_ID,cell_auc_train_mean,cell_auc_train_median,cell_centered_sensitivity_train
SIDM00358,0.88489085,0.9374755,0.0017259717
SIDM00359,0.8887769,0.9336185,0.0055829883
SIDM00360,0.90055513,0.942794,-0.0035925508
SIDM00362,0.81235766,0.9219165,0.01728499
SIDM00363,0.83137643,0.8975065,0.041695
SIDM00364,0.8544945,0.939904,-0.00070250034
SIDM00365,0.85882586,0.918781,0.020420492
SIDM00367,0.8418295,0.922394,0.016807497
SIDM00368,0.8721158,0.947151,-0.007949531
SIDM00369,0.88756424,0.943783,-0.004581511
SIDM00370,0.767744,0.815935,0.12326646
SIDM00371,0.9170107,0.950907,-0.011705518
SIDM00373,0.8953861,0.959942,-0.020740509
SIDM00374,0.84387755,0.914879,0.02432245
SIDM00375,0.90804034,0.958266,-0.019064546
SIDM00376,0.82280827,0.876497,0.0627045
SIDM00377,0.89055365,0.943581,-0.004379511
SIDM00379,0.8849588,0.945913,-0.0067115426
SIDM00380,0.8227206,0.909488,0.029713452
SIDM00381,0.88924444,0.927887,0.011314452
SIDM00382,0.85377795,0.924246,0.014955461
SIDM00383,0.8984667,0.942344,-0.0031425357
SIDM00384,0.8351162,0.940494,-0.0012925267
SIDM00386,0.87213403,0.946299,-0.0070975423
SIDM00387,0.8607832,0.941054,-0.0018525124
SIDM00388,0.875426,0.9507995,-0.011598051
SIDM00389,0.82416546,0.921595,0.017606497
SIDM00390,0.8300734,0.913776,0.025425494
SIDM00391,0.886155,0.960262,-0.021060526
SIDM00392,0.87603194,0.928403,0.010798454
SIDM00393,0.87163556,0.9405435,-0.0013419986
SIDM00394,0.9048229,0.965871,-0.026669502
SIDM00395,0.85945886,0.927085,0.012116492
SIDM00396,0.82859164,0.925952,0.013249457
SIDM00399,0.88299423,0.9519625,-0.012760997
SIDM00401,0.93398714,0.967044,-0.027842522
SIDM00402,0.88048965,0.947526,-0.008324504
SIDM00403,0.7721118,0.847448,0.09175348
SIDM00404,0.7507988,0.876357,0.062844455
SIDM00405,0.8233159,0.9106805,0.028521001
SIDM00406,0.758615,0.8751,0.06410146
SIDM00407,0.7990561,0.899149,0.040052474
SIDM00410,0.8351166,0.923562,0.015639484
SIDM00411,0.912124,0.947184,-0.007982552
SIDM00412,0.75070095,0.829583,0.109618485
SIDM00413,0.7682462,0.856568,0.082633495
SIDM00415,0.8703759,0.920917,0.0182845
SIDM00416,0.82185394,0.905206,0.03399545
SIDM00417,0.89877856,0.949689,-0.010487497
SIDM00418,0.909868,0.949296,-0.010094523
SIDM00419,0.8661016,0.949745,-0.010543525
SIDM00420,0.89552414,0.946615,-0.0074135065
SIDM00421,0.8172816,0.924726,0.014475465
SIDM00422,0.8486289,0.9163625,0.02283895
SIDM00423,0.88992983,0.981284,-0.04208255
SIDM00424,0.82914454,0.904708,0.034493446
SIDM00425,0.8870738,0.919147,0.02005446
SIDM00426,0.84804183,0.924613,0.014588475
SIDM00427,0.8456511,0.9518635,-0.012662053
SIDM00428,0.75854117,0.8489,0.090301454
SIDM00429,0.78769386,0.878017,0.061184466
SIDM00431,0.80341095,0.9166935,0.022507966
SIDM00434,0.83171743,0.904249,0.03495246
SIDM00435,0.7981034,0.883913,0.055288494
SIDM00437,0.73482656,0.836322,0.102879465
SIDM00438,0.8869401,0.937878,0.0013234615
SIDM00441,0.7988491,0.884444,0.054757476
SIDM00442,0.8877719,0.933214,0.0059874654
SIDM00443,0.7683472,0.8591765,0.08002496
SIDM00444,0.8610542,0.9298635,0.009337962
SIDM00445,0.86893076,0.92513,0.014071465
SIDM00446,0.80722684,0.909647,0.029554486
SIDM00447,0.8659046,0.9514785,-0.012277007
SIDM00448,0.8607959,0.915475,0.023726463
SIDM00449,0.76388127,0.850963,0.08823848
SIDM00450,0.8285943,0.890413,0.048788488
SIDM00451,0.8402153,0.898759,0.040442467
SIDM00453,0.8901209,0.948683,-0.009481549
SIDM00454,0.848421,0.936096,0.0031054616
SIDM00455,0.897512,0.9401555,-0.00095403194
SIDM00457,0.8535111,0.938437,0.0007644892
SIDM00458,0.82126576,0.911059,0.028142452
SIDM00459,0.73750216,0.810251,0.12895048
SIDM00460,0.8123479,0.909501,0.029700458
SIDM00461,0.88767296,0.969431,-0.030229509
SIDM00462,0.8104912,0.8692765,0.06992495
SIDM00463,0.7976723,0.870268,0.06893349
SIDM00465,0.8731491,0.920464,0.018737495
SIDM00466,0.925752,0.95002,-0.010818541
SIDM00467,0.84390914,0.946063,-0.006861508
SIDM00469,0.88289994,0.938893,0.00030845404
SIDM00472,0.8986223,0.937374,0.0018274784
SIDM00473,0.8896145,0.937923,0.00127846
SIDM00474,0.8662325,0.921488,0.017713487
SIDM00475,0.9223201,0.9593415,-0.020140052
SIDM00476,0.8732008,0.906442,0.032759488
SIDM00477,0.87113667,0.924851,0.014350474
SIDM00478,0.8731974,0.9335505,0.005650997
SIDM00479,0.86908156,0.925092,0.014109492
SIDM00480,0.8974937,0.9514285,-0.012226999
SIDM00481,0.91813296,0.958753,-0.019551516
SIDM00482,0.836463,0.915613,0.023588479
SIDM00483,0.8802333,0.924854,0.014347494
SIDM00484,0.8935296,0.91689,0.022311449
SIDM00485,0.8650033,0.947233,-0.008031547
SIDM00486,0.8741512,0.9327435,0.0064579844
SIDM00487,0.88185704,0.9372825,0.0019189715
SIDM00488,0.8958211,0.949007,-0.0098055005
SIDM00489,0.87270206,0.937267,0.0019344687
SIDM00490,0.8965402,0.957762,-0.018560529
SIDM00491,0.8988817,0.952885,-0.013683498
SIDM00492,0.8805909,0.929748,0.0094534755
SIDM00493,0.7943033,0.844579,0.09462249
SIDM00494,0.8937036,0.95461,-0.015408516
SIDM00495,0.79098374,0.88353,0.055671453
SIDM00496,0.8747556,0.9325235,0.006677985
SIDM00498,0.8700541,0.922526,0.016675472
SIDM00499,0.86168855,0.913515,0.025686502
SIDM00501,0.90027285,0.942212,-0.0030105114
SIDM00502,0.7878639,0.857295,0.0819065
SIDM00503,0.8610489,0.9108545,0.028346956
SIDM00504,0.8422527,0.916305,0.022896469
SIDM00505,0.8938866,0.954175,-0.014973521
SIDM00506,0.92032343,0.959184,-0.019982517
SIDM00507,0.8868828,0.953996,-0.0147945285
SIDM00508,0.8707847,0.945003,-0.005801499
SIDM00509,0.87630546,0.947562,-0.008360505
SIDM00510,0.8605706,0.944282,-0.005080521
SIDM00511,0.8363451,0.903748,0.0354535
SIDM00512,0.887978,0.9397125,-0.0005110502
SIDM00513,0.8687519,0.914184,0.0250175
SIDM00515,0.8815802,0.939964,-0.0007625222
SIDM00516,0.86672634,0.920308,0.01889348
SIDM00521,0.9003683,0.941129,-0.0019275546
SIDM00522,0.85932857,0.9283125,0.010888994
SIDM00523,0.92104524,0.962802,-0.023600519
SIDM00524,0.9140594,0.9773705,-0.038169026
SIDM00525,0.87796813,0.94363,-0.004428506
SIDM00526,0.8310508,0.917699,0.021502495
SIDM00527,0.8564179,0.937538,0.0016634464
SIDM00528,0.8883343,0.9572815,-0.018079996
SIDM00529,0.90162903,0.956117,-0.0169155
SIDM00530,0.9408897,0.982813,-0.043611526
SIDM00531,0.91749454,0.960603,-0.021401525
SIDM00532,0.8711062,0.912464,0.026737452
SIDM00533,0.89734036,0.942833,-0.0036315322
SIDM00534,0.9116309,0.9615455,-0.022344053
SIDM00535,0.8924978,0.932124,0.0070774555
SIDM00537,0.86919016,0.934102,0.0050994754
SIDM00538,0.8902808,0.939431,-0.00022953749
SIDM00539,0.9127165,0.9628715,-0.023670018
SIDM00540,0.8393716,0.9113295,0.027871966
SIDM00541,0.86840117,0.918875,0.020326495
SIDM00542,0.8986404,0.946447,-0.0072455406
SIDM00543,0.90371484,0.951104,-0.011902511
SIDM00544,0.8891401,0.948911,-0.009709537
SIDM00545,0.90084726,0.9495925,-0.010390997
SIDM00547,0.8605209,0.9148055,0.024396002
SIDM00548,0.8839364,0.946099,-0.006897509
SIDM00549,0.84096944,0.928111,0.011090457
SIDM00550,0.91312456,0.967137,-0.027935505
SIDM00551,0.8539807,0.9220275,0.017173946
SIDM00552,0.83024883,0.908333,0.03086847
SIDM00553,0.80895746,0.90156,0.037641466
SIDM00554,0.91543525,0.948391,-0.009189546
SIDM00555,0.8808567,0.93525,0.00395149
SIDM00556,0.8845196,0.9410055,-0.0018040538
SIDM00557,0.87837434,0.937186,0.0020154715
SIDM00560,0.89742446,0.9315565,0.0076449513
SIDM00561,0.8503252,0.9225095,0.016691983
SIDM00562,0.88259685,0.966957,-0.027755499
SIDM00564,0.8949669,0.94546,-0.0062585473
SIDM00565,0.9118138,0.953658,-0.014456511
SIDM00566,0.8690387,0.924153,0.015048504
SIDM00567,0.8862538,0.9409565,-0.0017549992
SIDM00568,0.8820856,0.93554,0.0036614537
SIDM00569,0.88516164,0.949433,-0.0102315545
SIDM00570,0.90717643,0.94367,-0.0044685006
SIDM00571,0.942879,0.967823,-0.028621554
SIDM00572,0.8664359,0.9284285,0.010773003
SIDM00573,0.91332525,0.944068,-0.0048665404
SIDM00574,0.89123887,0.941618,-0.002416551
SIDM00575,0.8976929,0.927747,0.011454463
SIDM00576,0.76595944,0.8403215,0.09887999
SIDM00577,0.86212826,0.9308,0.0084014535
SIDM00578,0.8649607,0.912785,0.02641648
SIDM00579,0.84713954,0.913094,0.02610749
SIDM00580,0.8579414,0.935476,0.003725469
SIDM00581,0.8937769,0.9435165,-0.0043150187
SIDM00582,0.92718345,0.96766,-0.028458536
SIDM00583,0.9119817,0.9544675,-0.015266001
SIDM00584,0.9144857,0.954048,-0.014846504
SIDM00585,0.92766905,0.9571855,-0.017984033
SIDM00586,0.9031855,0.9446895,-0.005488038
SIDM00587,0.8855861,0.926203,0.012998462
SIDM00588,0.9040419,0.9588135,-0.019612014
SIDM00589,0.86511374,0.932371,0.006830454
SIDM00590,0.85662603,0.9292365,0.009965003
SIDM00591,0.819947,0.872921,0.066280484
SIDM00592,0.84928864,0.916056,0.023145497
SIDM00594,0.8739856,0.955329,-0.016127527
SIDM00596,0.929766,0.967676,-0.02847451
SIDM00598,0.8495556,0.910172,0.029029489
SIDM00599,0.8519328,0.9341805,0.005020976
SIDM00600,0.85060894,0.9263,0.012901485
SIDM00602,0.8884363,0.9383065,0.00089496374
SIDM00603,0.8601438,0.92463,0.014571488
SIDM00604,0.84613216,0.909295,0.029906452
SIDM00606,0.90509915,0.947974,-0.008772552
SIDM00607,0.9097878,0.945513,-0.006311536
SIDM00608,0.81870294,0.886493,0.052708447
SIDM00609,0.8947408,0.9501145,-0.010913014
SIDM00611,0.89023596,0.9458345,-0.0066330433
SIDM00612,0.9101055,0.942485,-0.0032835007
SIDM00613,0.8977537,0.9458465,-0.006645024
SIDM00614,0.91509426,0.951134,-0.011932552
SIDM00615,0.9026731,0.9400285,-0.00082701445
SIDM00616,0.8832905,0.9243595,0.014841974
SIDM00617,0.8801009,0.928365,0.010836482
SIDM00618,0.90199566,0.9417415,-0.002540052
SIDM00619,0.8634795,0.940335,-0.0011335015
SIDM00620,0.85135174,0.913209,0.025992453
SIDM00621,0.901015,0.9634305,-0.02422905
SIDM00622,0.8679491,0.927074,0.012127459
SIDM00623,0.9040814,0.952354,-0.01315254
SIDM00625,0.8662506,0.9332005,0.0060009956
SIDM00627,0.8819618,0.9445255,-0.005324006
SIDM00628,0.841247,0.895669,0.04353249
SIDM00629,0.9243541,0.95789,-0.0186885
SIDM00630,0.8923857,0.952795,-0.0135935545
SIDM00631,0.87218106,0.936707,0.0024944544
SIDM00632,0.7985488,0.891337,0.047864497
SIDM00633,0.8541162,0.913315,0.025886476
SIDM00637,0.8207937,0.91898,0.020221472
SIDM00638,0.91704625,0.964872,-0.025670528
SIDM00640,0.9010564,0.950276,-0.011074543
SIDM00641,0.8220718,0.9079285,0.031272948
SIDM00645,0.90162677,0.943231,-0.0040295124
SIDM00646,0.88576525,0.946158,-0.0069565177
SIDM00649,0.8893245,0.943773,-0.0045714974
SIDM00651,0.8702393,0.9415,-0.002298534
SIDM00652,0.9041327,0.967452,-0.028250515
SIDM00653,0.93177044,0.9710445,-0.031843007
SIDM00654,0.8784665,0.9547585,-0.015557051
SIDM00655,0.86858577,0.935143,0.0040584803
SIDM00657,0.71647173,0.793176,0.14602548
SIDM00658,0.9570171,0.9849465,-0.045745015
SIDM00659,0.8713897,0.9381045,0.0010969639
SIDM00660,0.8735735,0.934564,0.00463748
SIDM00661,0.8069318,0.884174,0.055027485
SIDM00662,0.85920453,0.910886,0.028315485
SIDM00663,0.8481317,0.909266,0.02993548
SIDM00664,0.87925667,0.913093,0.026108503
SIDM00665,0.8828669,0.9288885,0.010312974
SIDM00666,0.86946476,0.935578,0.0036234856
SIDM00667,0.8407056,0.915159,0.024042487
SIDM00668,0.8657897,0.951324,-0.012122512
SIDM00669,0.90424633,0.9355695,0.0036319494
SIDM00670,0.890444,0.931486,0.0077154636
SIDM00671,0.91652197,0.951565,-0.012363553
SIDM00672,0.8688254,0.9191795,0.020021975
SIDM00673,0.90019757,0.959366,-0.02016455
SIDM00675,0.90490645,0.954396,-0.015194535
SIDM00676,0.9044804,0.947799,-0.008597553
SIDM00677,0.8664628,0.914468,0.024733484
SIDM00678,0.9278322,0.958766,-0.01956451
SIDM00679,0.9247314,0.9664495,-0.027248025
SIDM00680,0.89113885,0.923971,0.015230477
SIDM00681,0.93852645,0.9707555,-0.031554043
SIDM00683,0.8155414,0.885109,0.054092467
SIDM00684,0.92774034,0.962463,-0.023261547
SIDM00685,0.8948094,0.9553425,-0.016140997
SIDM00686,0.89779973,0.9322825,0.006918967
SIDM00687,0.891446,0.939343,-0.00014150143
SIDM00688,0.8290139,0.918611,0.020590484
SIDM00689,0.86782503,0.970802,-0.031600535
SIDM00690,0.8453976,0.9136805,0.02552098
SIDM00693,0.936801,0.965462,-0.026260555
SIDM00694,0.8062554,0.8886935,0.050507963
SIDM00695,0.8716186,0.9381145,0.0010869503
SIDM00697,0.8954424,0.962098,-0.022896528
SIDM00698,0.86838245,0.931746,0.007455468
SIDM00699,0.92874604,0.97004,-0.03083855
SIDM00700,0.91816944,0.95359,-0.014388502
SIDM00702,0.82551146,0.905098,0.034103453
SIDM00703,0.8614692,0.917296,0.021905482
SIDM00704,0.8384205,0.911653,0.027548492
SIDM00706,0.84605944,0.94086,-0.0016584992
SIDM00708,0.91436505,0.954526,-0.015324533
SIDM00709,0.9026682,0.950666,-0.011464536
SIDM00710,0.87357265,0.921894,0.01730746
SIDM00713,0.911418,0.9515575,-0.012356043
SIDM00715,0.8670574,0.907226,0.031975448
SIDM00716,0.85989416,0.930829,0.008372486
SIDM00718,0.8821334,0.926658,0.0125434995
SIDM00719,0.9403168,0.969841,-0.03063953
SIDM00720,0.8827302,0.917342,0.021859467
SIDM00721,0.88587457,0.936895,0.0023064613
SIDM00722,0.8520107,0.8953085,0.04389298
SIDM00723,0.9547798,0.970052,-0.03085053
SIDM00724,0.9162975,0.9458065,-0.006605029
SIDM00726,0.91191894,0.946565,-0.007363498
SIDM00727,0.9219771,0.9579415,-0.018739998
SIDM00728,0.8893727,0.93215,0.007051468
SIDM00729,0.88931715,0.937843,0.0013584495
SIDM00730,0.8750347,0.938557,0.0006444454
SIDM00731,0.8916896,0.933289,0.0059124827
SIDM00732,0.89654446,0.954028,-0.014826536
SIDM00733,0.8375953,0.9247935,0.014407992
SIDM00734,0.86040413,0.903037,0.036164463
SIDM00735,0.9409481,0.971635,-0.03243351
SIDM00737,0.9051139,0.968514,-0.029312551
SIDM00738,0.86869997,0.917405,0.021796465
SIDM00739,0.876324,0.95116,-0.0119585395
SIDM00740,0.82401216,0.894353,0.0448485
SIDM00741,0.9118209,0.9686,-0.0293985
SIDM00742,0.89608467,0.934391,0.0048104525
SIDM00743,0.8794478,0.922465,0.016736448
SIDM00744,0.8970277,0.956771,-0.017569542
SIDM00745,0.91621864,0.957623,-0.01842153
SIDM00746,0.8393632,0.896032,0.0431695
