SANGER_MODEL_ID,target_gene,n_drugs,mean_delta_auc,std_delta_auc,abs_mean_delta,frac_sensitising,is_known_drug_target,targeted_by_drugs,within_cell_percentile,is_top5pct,rank_in_cell
SIDM00053,PLPP2,36,0.00040311613702215254,5.9521884395508096e-05,0.00040311613702215254,1.0,False,,98.49056603773585,True,9
SIDM00053,CD44,36,0.00040203664684668183,5.636578498524614e-05,0.00040203664684668183,1.0,False,,98.30188679245283,True,10
SIDM00079,HDAC1,54,0.0018920904258266091,0.0005086933961138129,0.0018920904258266091,1.0,True,Entinostat,100.0,True,1
SIDM00079,BRD2,54,0.0015132830012589693,0.000488954596221447,0.0015132830012589693,1.0,True,JQ1,99.81132075471699,True,2
SIDM00079,BCL2L1,54,0.0012355220969766378,0.0002890524046961218,0.0012355220969766378,1.0,True,TW 37,99.62264150943396,True,3
SIDM00079,MAP2K1,54,0.0010868459939956665,0.0004352634714450687,0.0010868459939956665,1.0,True,Trametinib,99.43396226415095,True,4
SIDM00079,MAP2K2,54,0.0009071545209735632,0.0005859247758053243,0.0009720386005938053,0.8888888888888888,True,Trametinib,99.24528301886792,True,5
SIDM00079,PIM3,54,0.0007062493823468685,0.0002604303299449384,0.0007062493823468685,0.9814814814814815,True,AZD1208,99.05660377358491,True,6
SIDM00079,GLUL,54,0.0006441965233534575,0.00012982074986211956,0.0006441965233534575,1.0,False,,98.86792452830188,True,7
SIDM00079,MTOR,54,0.0006363927386701107,0.0002681707846932113,0.000638247060123831,0.9629629629629629,True,AZD8055,98.67924528301887,True,8
SIDM00079,HDAC3,54,0.0005868623848073184,0.0007629175088368356,0.0006581186316907406,0.7962962962962963,True,Entinostat,98.49056603773585,True,9
SIDM00079,SDC4,54,0.0005866785650141537,8.269098907476291e-05,0.0005866785650141537,1.0,False,,98.30188679245283,True,10
SIDM00081,JAK1,35,0.0012117743026465178,0.0006086077191866934,0.0012117743026465178,1.0,True,Ruxolitinib,100.0,True,1
SIDM00081,MCL1,35,0.0011930057080462575,0.0006229844875633717,0.001193785690702498,0.9714285714285714,True,MIM1,99.81132075471699,True,2
SIDM00081,MAP2K1,35,0.0011220404412597418,0.0007459363550879061,0.0011220404412597418,0.8857142857142857,True,Trametinib,99.62264150943396,True,3
SIDM00081,BRD2,35,0.0010165367275476456,0.0010694903321564198,0.001218633959069848,0.8857142857142857,True,JQ1,99.43396226415095,True,4
SIDM00081,HDAC3,35,0.000836895196698606,0.0014534405199810863,0.0013424856588244438,0.7714285714285715,True,Entinostat,99.24528301886792,True,5
SIDM00081,MT2A,35,0.0006551946862600744,0.00016037524619605392,0.0006551946862600744,1.0,False,,99.05660377358491,True,6
SIDM00081,MTOR,35,0.0006415520329028368,0.0006651216535829008,0.0008094157674349844,0.8571428571428571,True,AZD8055,98.86792452830188,True,7
SIDM00081,LAMB1,35,0.000629748625215143,0.00014075600483920425,0.000629748625215143,1.0,False,,98.67924528301887,True,8
SIDM00081,ROCK2,35,0.0006126199732534587,0.00046328111784532666,0.0006424052407965064,0.8571428571428571,True,GSK269962A,98.49056603773585,True,9
SIDM00081,CDK2,35,0.0005935566732659936,0.0005238953744992614,0.0007049969281069934,0.9142857142857143,True,AZD5438,98.30188679245283,True,10
SIDM00085,BRD2,54,0.001099655986763537,0.001150301075540483,0.0014284595381468534,0.8333333333333334,True,JQ1,100.0,True,1
SIDM00085,MAP2K2,54,0.001014795619994402,0.0007509434362873435,0.0011602794984355569,0.8888888888888888,True,Trametinib,99.81132075471699,True,2
SIDM00085,PIM3,54,0.0008522018324583769,0.00047335823182947934,0.000923998944927007,0.9444444444444444,True,AZD1208,99.62264150943396,True,3
SIDM00085,BCL2L1,54,0.0006917825667187572,0.000553172139916569,0.0007060412899591029,0.9444444444444444,True,TW 37,99.43396226415095,True,4
SIDM00085,FAT1,54,0.0006908067734912038,0.00011244911001995206,0.0006908067734912038,1.0,False,,99.24528301886792,True,5
SIDM00085,MT2A,54,0.000655710173305124,0.0001607340236660093,0.000655710173305124,1.0,False,,99.05660377358491,True,6
SIDM00085,SDC4,54,0.000615669647231698,8.509056351613253e-05,0.000615669647231698,1.0,False,,98.86792452830188,True,7
SIDM00085,LAMB2,54,0.0006069662631489336,7.213588833110407e-05,0.0006069662631489336,1.0,False,,98.67924528301887,True,8
SIDM00085,AHNAK,54,0.0005769685376435518,0.00011626368359429762,0.0005769685376435518,1.0,False,,98.49056603773585,True,9
SIDM00085,PLS3,54,0.0005766909453086555,0.0001404362847097218,0.0005766909453086555,1.0,False,,98.30188679245283,True,10
SIDM00096,HDAC3,53,0.002997765550389886,0.0015036242548376322,0.00319386157207191,0.9622641509433962,True,Entinostat,100.0,True,1
SIDM00096,MCL1,53,0.0012957461876794696,0.0006434153765439987,0.0013434276916086674,0.9622641509433962,True,MIM1,99.81132075471699,True,2
SIDM00096,PIK3CB,53,0.0009967642836272717,0.000340015918482095,0.0009967642836272717,0.9811320754716981,True,Buparlisib,99.62264150943396,True,3
SIDM00096,BRD2,53,0.0008118402911350131,0.0011206245981156826,0.001215703901834786,0.7547169811320755,True,JQ1,99.43396226415095,True,4
SIDM00096,HDAC1,53,0.0008059130050241947,0.0011770009296014905,0.0012738150544464588,0.7924528301886793,True,Entinostat,99.24528301886792,True,5
SIDM00096,ANXA2,53,0.0006773179629817605,0.00023764990328345448,0.000681031437125057,0.9622641509433962,False,,99.05660377358491,True,6
SIDM00096,PIM3,53,0.0006517208530567586,0.00046949938405305147,0.0007010245462879539,0.8867924528301887,True,AZD1208,98.86792452830188,True,7
SIDM00096,CYBA,53,0.00047765474300831556,0.00017134733207058161,0.0004819395544473082,0.9622641509433962,False,,98.67924528301887,True,8
SIDM00096,MAP2K1,53,0.0004441583587322384,0.0007419927860610187,0.000611991505138576,0.6226415094339622,True,Trametinib,98.49056603773585,True,9
SIDM00096,FABP5,53,0.0004402174090500921,0.00017585986643098295,0.0004434518050402403,0.9811320754716981,False,,98.30188679245283,True,10
SIDM00119,MAP2K1,48,0.0012909112265333533,0.00043598806951195,0.0013030829140916467,0.9791666666666666,True,Trametinib,100.0,True,1
SIDM00119,ROCK1,48,0.0008157901465892792,0.0003721751272678375,0.0008520471747033298,0.9583333333333334,True,GSK269962A,99.81132075471699,True,2
SIDM00119,APP,48,0.000708840147126466,0.00010557519271969795,0.000708840147126466,1.0,False,,99.62264150943396,True,3
SIDM00119,FAT1,48,0.0006407853215932846,8.819167851470411e-05,0.0006407853215932846,1.0,False,,99.43396226415095,True,4
SIDM00119,MAP2K2,48,0.0006379261612892151,0.0006868963246233761,0.0008289963006973267,0.8333333333333334,True,Trametinib,99.24528301886792,True,5
SIDM00119,PLS3,48,0.0006146952509880066,9.619422780815512e-05,0.0006146952509880066,1.0,False,,99.05660377358491,True,6
SIDM00119,ANXA2,48,0.0005507481400854886,0.00013062077050562948,0.0005507481400854886,1.0,False,,98.86792452830188,True,7
SIDM00119,PMEPA1,48,0.0005449224263429642,9.381652489537373e-05,0.0005449224263429642,1.0,False,,98.67924528301887,True,8
SIDM00119,CTSZ,48,0.0005153194069862366,0.00010787717474158853,0.0005153194069862366,1.0,False,,98.49056603773585,True,9
SIDM00119,AKAP12,48,0.00047813603305257857,7.443910726578906e-05,0.00047813603305257857,1.0,False,,98.30188679245283,True,10
SIDM00121,HDAC3,54,0.0020964592695236206,0.0017045493004843593,0.0021209169644862413,0.9629629629629629,True,Entinostat,100.0,True,1
SIDM00121,MTOR,54,0.0011417209170758724,0.00029298357549123466,0.0011417209170758724,1.0,True,AZD8055,99.81132075471699,True,2
SIDM00121,PARP2,54,0.0009289599256590009,0.0003998070314992219,0.0009570359252393246,0.9629629629629629,True,Talazoparib,99.62264150943396,True,3
SIDM00121,MAP2K1,54,0.0008250646060332656,0.0005667555378749967,0.0008461889228783548,0.9074074074074074,True,Trametinib,99.43396226415095,True,4
SIDM00121,CDK2,54,0.0007116187480278313,0.0005000679520890117,0.0007167425355874002,0.9814814814814815,True,AZD5438,99.24528301886792,True,5
SIDM00121,GSTP1,54,0.0005864787963218987,0.0001690130156930536,0.0005864787963218987,1.0,False,,99.05660377358491,True,6
SIDM00121,MAPK3,54,0.0005643522017635405,0.00043031323002651334,0.000586280133575201,0.8888888888888888,True,"Ulixertinib,VX-11e",98.86792452830188,True,7
SIDM00121,ROCK1,54,0.0005565120372921228,0.00041933837928809226,0.0006169754196889699,0.8703703703703703,True,GSK269962A,98.67924528301887,True,8
SIDM00121,SNRPN,54,0.0005234877462498844,0.00021301218657754362,0.000533541024196893,0.9629629629629629,False,,98.49056603773585,True,9
SIDM00121,GLUL,54,0.0005132892401888967,0.00022917089518159628,0.0005263051716610789,0.9259259259259259,False,,98.30188679245283,True,10
SIDM00124,MAP2K1,54,0.0014433518517762423,0.0007667770842090249,0.0014987157192081213,0.9814814814814815,True,Trametinib,100.0,True,1
SIDM00124,BRD2,54,0.0007409662939608097,0.0008690169197507203,0.0009271756280213594,0.8703703703703703,True,JQ1,99.81132075471699,True,2
SIDM00124,NQO1,54,0.0006460734875872731,0.00015838356921449304,0.0006460734875872731,0.9814814814814815,False,,99.62264150943396,True,3
SIDM00124,ANXA2,54,0.0006427279440686107,0.0002558395208325237,0.0006515427958220243,0.9629629629629629,False,,99.43396226415095,True,4
SIDM00124,MT2A,54,0.000641370250377804,0.0001540387747809291,0.000641370250377804,1.0,False,,99.24528301886792,True,5
SIDM00124,PLS3,54,0.0006298511289060116,0.00012655563477892429,0.0006298511289060116,1.0,False,,99.05660377358491,True,6
SIDM00124,LGALS3BP,54,0.0005941633717156947,0.00016294189845211804,0.0005941633717156947,1.0,False,,98.86792452830188,True,7
SIDM00124,PTGR1,54,0.0005561565631069243,0.00022540446661878377,0.0005864556296728551,0.9814814814814815,False,,98.67924528301887,True,8
SIDM00124,AHNAK,54,0.0005328721599653363,0.00014088035095483065,0.0005328721599653363,1.0,False,,98.49056603773585,True,9
SIDM00124,FXYD5,54,0.0005232978728599846,0.0001560754608362913,0.0005327816470526159,0.9814814814814815,False,,98.30188679245283,True,10
SIDM00126,BRD2,35,0.0015949283260852098,0.0006901206215843558,0.0016321318689733744,0.9714285714285714,True,JQ1,100.0,True,1
SIDM00126,CDK2,35,0.0010858671739697456,0.00025224548880942166,0.0010858671739697456,1.0,True,AZD5438,99.81132075471699,True,2
SIDM00126,FOS,35,0.0005507997120730579,0.0001531332527520135,0.0005507997120730579,1.0,False,,99.62264150943396,True,3
SIDM00126,MAP2K2,35,0.0005365678225643933,0.0010639670072123408,0.0009158474858850241,0.7142857142857143,True,Trametinib,99.43396226415095,True,4
SIDM00126,FXYD5,35,0.000522988208103925,7.691332575632259e-05,0.000522988208103925,1.0,False,,99.24528301886792,True,5
SIDM00126,BACE2,35,0.00047326087951660156,0.00010773535177577287,0.00047326087951660156,1.0,False,,99.05660377358491,True,6
SIDM00126,APP,35,0.0004688790941145271,0.00015311311290133744,0.0004688790941145271,1.0,False,,98.86792452830188,True,7
SIDM00126,LGALS3BP,35,0.0004653572977986187,0.00010395150457043201,0.0004653572977986187,1.0,False,,98.67924528301887,True,8
SIDM00126,ANXA2,35,0.0004561202949844301,0.00012394470104482025,0.0004561202949844301,1.0,False,,98.49056603773585,True,9
SIDM00126,PIK3CB,35,0.00045568603673018515,0.0003253678441978991,0.0004852839920204133,0.9428571428571428,True,Buparlisib,98.30188679245283,True,10
SIDM00130,BCL2L1,54,0.0017473013140261173,0.0004472723521757871,0.0017473013140261173,1.0,True,TW 37,100.0,True,1
SIDM00130,MAP2K1,54,0.0015481655718758702,0.000520899542607367,0.0015638481127098203,0.9814814814814815,True,Trametinib,99.81132075471699,True,2
SIDM00130,MAP2K2,54,0.0008956922683864832,0.0004875591257587075,0.0009536654688417912,0.9444444444444444,True,Trametinib,99.62264150943396,True,3
SIDM00130,FXYD5,54,0.0007389717502519488,0.00013563472020905465,0.0007389717502519488,1.0,False,,99.43396226415095,True,4
SIDM00130,AHNAK,54,0.0006875175167806447,6.277890497585759e-05,0.0006875175167806447,1.0,False,,99.24528301886792,True,5
SIDM00130,PMEPA1,54,0.0005698645836673677,8.399571379413828e-05,0.0005698645836673677,1.0,False,,99.05660377358491,True,6
SIDM00130,CD9,54,0.0005646535428240895,0.00010754818504210562,0.0005646535428240895,1.0,False,,98.86792452830188,True,7
SIDM00130,MCL1,54,0.0005514875520020723,0.0005407874705269933,0.0005789189599454403,0.8888888888888888,True,MIM1,98.67924528301887,True,8
SIDM00130,ALDH7A1,54,0.0005355323082767427,0.00010065873357234523,0.0005355323082767427,1.0,False,,98.49056603773585,True,9
SIDM00130,TIMP2,54,0.000532213191036135,0.00011740338959498331,0.000532213191036135,1.0,False,,98.30188679245283,True,10
SIDM00134,MAP2K1,54,0.001494500320404768,0.00048819638323038816,0.001494500320404768,1.0,True,Trametinib,100.0,True,1
SIDM00134,HDAC3,54,0.0010533950990065932,0.0014572535874322057,0.001380505389533937,0.8703703703703703,True,Entinostat,99.81132075471699,True,2
SIDM00134,MT2A,54,0.0006765656871721148,0.0001766849309206009,0.0006765656871721148,1.0,False,,99.62264150943396,True,3
SIDM00134,PLS3,54,0.0006418029661290348,9.888119529932737e-05,0.0006418029661290348,1.0,False,,99.43396226415095,True,4
SIDM00134,FXYD5,54,0.000611110997851938,0.00012490998778957874,0.000611110997851938,1.0,False,,99.24528301886792,True,5
SIDM00134,FOS,54,0.0005908166640438139,0.0001333085965598002,0.0005908166640438139,1.0,False,,99.05660377358491,True,6
SIDM00134,CRIM1,54,0.0005786010297015309,7.12330438545905e-05,0.0005786010297015309,1.0,False,,98.86792452830188,True,7
SIDM00134,AHNAK,54,0.0005760590429417789,0.00011894896306330338,0.0005760590429417789,1.0,False,,98.67924528301887,True,8
SIDM00134,IFITM3,54,0.0005564888124354184,0.00011921302939299494,0.0005564888124354184,1.0,False,,98.49056603773585,True,9
SIDM00134,CD9,54,0.0005511497729457915,0.00015502200403716415,0.0005511497729457915,0.9814814814814815,False,,98.30188679245283,True,10
SIDM00135,MAP2K2,54,0.001602517208084464,0.0007748107309453189,0.0016768353525549173,0.9814814814814815,True,Trametinib,100.0,True,1
SIDM00135,MT2A,54,0.0007345731719397008,0.00011075945803895593,0.0007345731719397008,1.0,False,,99.81132075471699,True,2
SIDM00135,GLUL,54,0.0006605011294595897,0.00024405210569966584,0.0006751727196387947,0.9814814814814815,False,,99.62264150943396,True,3
SIDM00135,PARP2,54,0.0006505593191832304,0.00025805149925872684,0.0006505593191832304,1.0,True,Talazoparib,99.43396226415095,True,4
SIDM00135,BCL2L1,54,0.0006398790283128619,0.00041723655886016786,0.0006398790283128619,0.9629629629629629,True,TW 37,99.24528301886792,True,5
SIDM00135,MCL1,54,0.0005315641756169498,0.0005893964553251863,0.0006028182106092572,0.7592592592592593,True,MIM1,99.05660377358491,True,6
SIDM00135,HDAC3,54,0.0005214832490310073,0.0008163580787368119,0.0007772754761390388,0.5925925925925926,True,Entinostat,98.86792452830188,True,7
SIDM00135,IGFBP4,54,0.0005175184342078865,7.201455446192995e-05,0.0005175184342078865,1.0,False,,98.67924528301887,True,8
SIDM00135,TPM2,54,0.0004962538951076567,0.00011410579463699833,0.0004962538951076567,1.0,False,,98.49056603773585,True,9
SIDM00135,CNN3,54,0.0004961391096003354,9.605895320419222e-05,0.0004961391096003354,1.0,False,,98.30188679245283,True,10
SIDM00140,MAP2K1,54,0.0011976278619840741,0.0009913479443639517,0.001214908785186708,0.9814814814814815,True,Trametinib,100.0,True,1
SIDM00140,CDK2,54,0.0009720436064526439,0.0004007528186775744,0.0010156190255656838,0.9629629629629629,True,AZD5438,99.81132075471699,True,2
SIDM00140,PIM3,54,0.0008324958616867661,0.0007523378008045256,0.0009764278656803071,0.8888888888888888,True,AZD1208,99.62264150943396,True,3
SIDM00140,PIK3CB,54,0.0007825681241229177,0.00035177855170331895,0.000795599480625242,0.9629629629629629,True,Buparlisib,99.43396226415095,True,4
SIDM00140,FOS,54,0.000734607398044318,0.00014789585839025676,0.000734607398044318,1.0,False,,99.24528301886792,True,5
SIDM00140,MT2A,54,0.0005628257058560848,0.000206690194318071,0.0005667684017680585,0.9814814814814815,False,,99.05660377358491,True,6
SIDM00140,MCL1,54,0.0005515830125659704,0.00101465021725744,0.0007736589177511632,0.5555555555555556,True,MIM1,98.86792452830188,True,7
SIDM00140,PHLDA2,54,0.0005462103290483356,0.0001028388796839863,0.0005462103290483356,1.0,False,,98.67924528301887,True,8
SIDM00140,S100A6,54,0.0005450690514408052,0.0001644025178393349,0.0005450690514408052,1.0,False,,98.49056603773585,True,9
SIDM00140,SLC16A3,54,0.0005391273298300803,0.00020154846424702555,0.0005521387793123722,0.9814814814814815,False,,98.30188679245283,True,10
SIDM00150,HDAC1,54,0.001531156711280346,0.0008513747598044574,0.00161194137763232,0.9629629629629629,True,Entinostat,100.0,True,1
SIDM00150,BCL2L1,54,0.000776752014644444,0.00078579195542261,0.0008527942700311542,0.8148148148148148,True,TW 37,99.81132075471699,True,2
SIDM00150,MAP2K1,54,0.0007639248506166041,0.0010219748364761472,0.0010440998012199998,0.8703703703703703,True,Trametinib,99.62264150943396,True,3
SIDM00150,MTOR,54,0.0007106669945642352,0.0005843209801241755,0.000859116786159575,0.8703703703703703,True,AZD8055,99.43396226415095,True,4
SIDM00150,MT2A,54,0.0005203678738325834,0.00011798640480265021,0.0005203678738325834,1.0,False,,99.24528301886792,True,5
SIDM00150,CDK1,54,0.0005134843522682786,0.0006051823729649186,0.0005603369208984077,0.8518518518518519,True,AZD5438,99.05660377358491,True,6
SIDM00150,PIM2,54,0.0004896979662589729,0.00017223927716258913,0.0004985393024981022,0.9629629629629629,True,AZD1208,98.86792452830188,True,7
SIDM00150,WLS,54,0.00047332601388916373,9.887427586363629e-05,0.00047332601388916373,1.0,False,,98.67924528301887,True,8
SIDM00150,BRD2,54,0.0004374059208203107,0.0012817219831049442,0.0009799064137041569,0.7592592592592593,True,JQ1,98.49056603773585,True,9
SIDM00150,PDLIM1,54,0.0004272325604688376,0.0002474549110047519,0.00044561177492141724,0.8703703703703703,False,,98.30188679245283,True,10
SIDM00175,MAP2K2,35,0.0012365052243694663,0.0008023496484383941,0.0012879592832177877,0.8857142857142857,True,Trametinib,100.0,True,1
SIDM00175,MAP2K1,35,0.0010067037073895335,0.00031908362871035933,0.0010067037073895335,1.0,True,Trametinib,99.81132075471699,True,2
SIDM00175,ROCK2,35,0.0009022201993502676,0.00028430853853933513,0.0009022201993502676,1.0,True,GSK269962A,99.62264150943396,True,3
SIDM00175,MAPK1,35,0.0008717996533960104,0.0003856640832964331,0.0008974194643087685,0.9714285714285714,True,Ulixertinib,99.43396226415095,True,4
SIDM00175,PIK3CA,35,0.0007353510009124875,0.0002555791870690882,0.0007486104732379317,0.9714285714285714,True,"Buparlisib,Alpelisib",99.24528301886792,True,5
SIDM00175,ROCK1,35,0.0007019247277639806,0.0002995149989146739,0.0007263728766702116,0.9428571428571428,True,GSK269962A,99.05660377358491,True,6
SIDM00175,MTOR,35,0.0006943583721294999,0.00030420374241657555,0.0007058297051116824,0.9428571428571428,True,AZD8055,98.86792452830188,True,7
SIDM00175,FXYD5,35,0.0005593180540017784,0.00015601658378727734,0.0005593180540017784,1.0,False,,98.67924528301887,True,8
SIDM00175,LGALS3BP,35,0.0004998189979232848,0.00016679411055520177,0.0005127821932546794,0.9714285714285714,False,,98.49056603773585,True,9
SIDM00175,BRD4,35,0.0004929678980261087,0.00016179957310669124,0.0004929678980261087,0.9714285714285714,True,JQ1,98.30188679245283,True,10
SIDM00176,MAP2K2,54,0.002406175946816802,0.0007766966591589153,0.002406175946816802,1.0,True,Trametinib,100.0,True,1
SIDM00176,HDAC3,54,0.00128922367002815,0.000800920941401273,0.0013486185343936086,0.9444444444444444,True,Entinostat,99.81132075471699,True,2
SIDM00176,MAP2K1,54,0.0012357389787212014,0.0004816308501176536,0.0012357389787212014,1.0,True,Trametinib,99.62264150943396,True,3
SIDM00176,HDAC1,54,0.0010023989016190171,0.0005762266810052097,0.0010654650395736098,0.9259259259259259,True,Entinostat,99.43396226415095,True,4
SIDM00176,WLS,54,0.0006076544523239136,9.045272599905729e-05,0.0006076544523239136,1.0,False,,99.24528301886792,True,5
SIDM00176,ROCK2,54,0.0005183291505090892,0.00014079076936468482,0.0005183291505090892,1.0,True,GSK269962A,99.05660377358491,True,6
SIDM00176,MT2A,54,0.0005026470753364265,9.950399544322863e-05,0.0005026470753364265,1.0,False,,98.86792452830188,True,7
SIDM00176,FXYD5,54,0.00045942378346808255,0.0001718057319521904,0.0004805083735845983,0.9814814814814815,False,,98.67924528301887,True,8
SIDM00176,ANXA2,54,0.0004409259126987308,9.677880007075146e-05,0.0004409259126987308,1.0,False,,98.49056603773585,True,9
SIDM00176,CTSZ,54,0.00040545506635680795,8.109566988423467e-05,0.00040545506635680795,1.0,False,,98.30188679245283,True,10
SIDM00193,HDAC1,49,0.0018801221158355474,0.0007171048200689256,0.0019001736072823405,0.9795918367346939,True,Entinostat,100.0,True,1
SIDM00193,MAP2K1,49,0.0017352931899949908,0.0005156391998752952,0.0017352931899949908,0.9795918367346939,True,Trametinib,99.81132075471699,True,2
SIDM00193,MAP2K2,49,0.001443948014639318,0.0008296289597637951,0.0015162935014814138,0.9387755102040817,True,Trametinib,99.62264150943396,True,3
SIDM00193,MAPK3,49,0.0008913740748539567,0.0005943156429566443,0.0009527996880933642,0.9591836734693877,True,"Ulixertinib,VX-11e",99.43396226415095,True,4
SIDM00193,BCL2L1,49,0.0007601951947435737,0.0004046525282319635,0.0007601951947435737,0.9795918367346939,True,TW 37,99.24528301886792,True,5
SIDM00193,FAT1,49,0.0007055329042486846,0.00011415216431487352,0.0007055329042486846,1.0,False,,99.05660377358491,True,6
SIDM00193,ROCK2,49,0.0007042611250653863,0.00027161327307112515,0.0007042611250653863,1.0,True,GSK269962A,98.86792452830188,True,7
SIDM00193,FXYD5,49,0.0006791578489355743,0.00015437819820363075,0.0006791578489355743,1.0,False,,98.67924528301887,True,8
SIDM00193,ROCK1,49,0.000670473207719624,0.0003281636454630643,0.0007043115911073983,0.9387755102040817,True,GSK269962A,98.49056603773585,True,9
SIDM00193,PIK3CB,49,0.000664315652102232,0.0004161316028330475,0.0006989715038798749,0.8979591836734694,True,Buparlisib,98.30188679245283,True,10
SIDM00196,MAP2K2,54,0.0023623125161975622,0.0008688943344168365,0.0023623125161975622,1.0,True,Trametinib,100.0,True,1
SIDM00196,MTOR,54,0.0009799615945667028,0.0003372418286744505,0.0009803192224353552,0.9814814814814815,True,AZD8055,99.81132075471699,True,2
SIDM00196,GSTP1,54,0.0006829008925706148,0.00017241641762666404,0.0006829008925706148,1.0,False,,99.62264150943396,True,3
SIDM00196,PARP2,54,0.0006439851131290197,0.00029683273169212043,0.0006439851131290197,0.9629629629629629,True,Talazoparib,99.43396226415095,True,4
SIDM00196,HDAC3,54,0.0004525383410509676,0.0006938136066310108,0.0006019141874276102,0.7592592592592593,True,Entinostat,99.24528301886792,True,5
SIDM00196,CCND1,54,0.0004290265205781907,0.0001292280649067834,0.0004290265205781907,1.0,False,,99.05660377358491,True,6
SIDM00196,SNRPN,54,0.0004052944714203477,0.00013240073167253286,0.00041036197217181325,0.9814814814814815,False,,98.86792452830188,True,7
SIDM00196,WLS,54,0.0003824029699899256,8.813618478598073e-05,0.0003824029699899256,1.0,False,,98.67924528301887,True,8
SIDM00196,PARP1,54,0.00032725874916650355,0.0004489627608563751,0.00048273746506311,0.7407407407407407,True,Talazoparib,98.49056603773585,True,9
SIDM00196,BEX3,54,0.0002848020230885595,0.00016173406038433313,0.0002866961294785142,0.9444444444444444,False,,98.30188679245283,True,10
SIDM00197,MAP2K2,54,0.0011645825579762459,0.0008518064278177917,0.0012658232590183616,0.9629629629629629,True,Trametinib,100.0,True,1
SIDM00197,BRD2,54,0.001041234121657908,0.001048227190040052,0.0010497068287804723,0.9074074074074074,True,JQ1,99.81132075471699,True,2
SIDM00197,GSTP1,54,0.0007383696502074599,0.00033255276503041387,0.0007737074629403651,0.9444444444444444,False,,99.62264150943396,True,3
SIDM00197,CDK1,54,0.0005970310303382576,0.00030270309071056545,0.0006142710917629302,0.9629629629629629,True,AZD5438,99.43396226415095,True,4
SIDM00197,MAP2K1,54,0.0005857833893969655,0.0005848748260177672,0.0007354087429121137,0.8333333333333334,True,Trametinib,99.24528301886792,True,5
SIDM00197,HDAC3,54,0.000560511602088809,0.0009007414919324219,0.0008517708047293127,0.7407407407407407,True,Entinostat,99.05660377358491,True,6
SIDM00197,PARP1,54,0.00043344940058887005,0.0005032737390138209,0.0005929006729274988,0.8333333333333334,True,Talazoparib,98.86792452830188,True,7
SIDM00197,PIK3CA,54,0.0003688898286782205,0.00028885420761071146,0.00038032399606890976,0.8703703703703703,True,"Buparlisib,Alpelisib",98.67924528301887,True,8
SIDM00197,GLUL,54,0.0003502054314594716,0.00013145958655513823,0.0003502054314594716,0.9629629629629629,False,,98.49056603773585,True,9
SIDM00197,HLA-B,54,0.0003360570699442178,0.0001500524813309312,0.0003360570699442178,0.9259259259259259,False,,98.30188679245283,True,10
