SANGER_MODEL_ID,DRUG_NAME,auc_hat,tl_norm,tl_pc1,tl_pc2,model_name,tissue,cancer_type
SIDM00614,LMB_AB3,0.8864734172821045,2.967175245285034,-0.18466661870479584,0.41013380885124207,JHH-7,Liver,Hepatocellular Carcinoma
SIDM00629,GSK2256098C,0.8456239104270935,2.6793012619018555,-0.32256147265434265,0.25153806805610657,MDA-MB-436,Breast,Breast Carcinoma
SIDM00592,Temozolomide,0.9877840280532837,3.243459463119507,-0.4871368408203125,0.5663686394691467,HO-1-N-1,Head and Neck,Oral Cavity Carcinoma
SIDM00548,GSK626616AC,0.9158562421798706,3.0939180850982666,-0.17041689157485962,0.4277246296405792,LK-2,Lung,Squamous Cell Lung Carcinoma
SIDM00658,Motesanib,1.0082367658615112,3.6346490383148193,-0.20979200303554535,1.0097399950027466,NCI-H1435,Lung,Non-Small Cell Lung Carcinoma
SIDM00085,Crizotinib,0.9666297435760498,3.8159890174865723,1.5994058847427368,0.2896810472011566,SF268,Central Nervous System,Glioma
SIDM00995,PD173074,1.00956392288208,3.2767367362976074,0.3757845163345337,0.25742319226264954,A431,Skin,Other Solid Cancers
SIDM00150,WZ4003,0.9427340030670166,3.2039794921875,-0.34734758734703064,0.2106909155845642,KM12,Large Intestine,Colorectal Carcinoma
SIDM00548,CZC24832,0.9835060238838196,3.389824151992798,-0.021246563643217087,0.7058522701263428,LK-2,Lung,Squamous Cell Lung Carcinoma
SIDM00130,Alpelisib,0.8901118636131287,3.1000492572784424,-0.22990626096725464,0.3872829079627991,CFPAC-1,Pancreas,Pancreatic Carcinoma
SIDM01080,Bortezomib,0.7546155452728271,3.375154495239258,1.3866933584213257,-0.4232461750507355,SCC-9,Head and Neck,Oral Cavity Carcinoma
SIDM00413,Vorinostat,0.448764443397522,2.866450786590576,-0.8574545383453369,-0.8811096549034119,WSU-DLCL2,Haematopoietic and Lymphoid,B-Cell Non-Hodgkin's Lymphoma
SIDM00210,VX-11e,0.8080105781555176,2.861644983291626,0.3534418046474457,-0.10584335774183273,A2780,Ovary,Ovarian Carcinoma
SIDM00279,YK-4-279,0.4979196786880493,2.7565765380859375,-0.15466450154781342,-1.0416358709335327,ECC12,Stomach,Gastric Carcinoma
SIDM00339,Acetalax,0.9964401125907898,3.10491681098938,0.34073516726493835,0.23235191404819489,LXF-289,Lung,Non-Small Cell Lung Carcinoma
SIDM00683,LMB_AB3,0.8828033804893494,2.871396064758301,-0.3027355670928955,0.43937867879867554,LNCaP-Clone-FGC,Prostate,Prostate Carcinoma
SIDM01052,glutathione,0.9773152470588684,3.248732805252075,-0.5849200487136841,0.5419512987136841,EFO-21,Ovary,Ovarian Carcinoma
SIDM01029,Dasatinib,0.903771162033081,3.213301658630371,0.9038586020469666,0.40538543462753296,KYSE-270,Esophagus,Esophageal Squamous Cell Carcinoma
SIDM01102,WIKI4,0.976434588432312,3.333707094192505,0.8910630941390991,0.312933087348938,WIL2-NS,Haematopoietic and Lymphoid,Non-Cancerous
SIDM00922,Lapatinib,0.6722223162651062,3.1717114448547363,-0.9003371596336365,-0.46650874614715576,Calu-3,Lung,Non-Small Cell Lung Carcinoma
SIDM01217,ZM447439,0.36392685770988464,3.434647560119629,-1.6014152765274048,-1.0105905532836914,MY-M12,Haematopoietic and Lymphoid,Other Blood Cancers
SIDM00667,Lapatinib,0.9227949976921082,3.324833869934082,0.6870546340942383,0.18870872259140015,Hs-633T,Soft Tissue,Other Sarcomas
SIDM01029,CPI-637,0.9091726541519165,3.0658819675445557,0.5106299519538879,0.30881792306900024,KYSE-270,Esophagus,Esophageal Squamous Cell Carcinoma
SIDM00119,Fulvestrant,0.973940908908844,3.211738109588623,0.009332667104899883,0.3504275977611542,EKVX,Lung,Non-Small Cell Lung Carcinoma
SIDM00815,Sapitinib,0.7430517077445984,3.3490519523620605,-1.2685093879699707,0.20473477244377136,UWB1.289,Ovary,Ovarian Carcinoma
SIDM00806,Topotecan,0.5444936752319336,2.8335230350494385,0.29400554299354553,-1.0079584121704102,HOS,Bone,Osteosarcoma
SIDM00126,Osimertinib,0.9340330958366394,3.2398529052734375,0.16643880307674408,0.5472584366798401,K2,Skin,Melanoma
SIDM01172,EPZ5676,0.9885530471801758,3.2790966033935547,0.2430291771888733,0.5732414126396179,THP-1,Haematopoietic and Lymphoid,Acute Myeloid Leukemia
SIDM00482,Teniposide,-0.03942707180976868,3.5703258514404297,-1.8114038705825806,-1.392700433731079,RPMI-8866,Haematopoietic and Lymphoid,Chronic Myelogenous Leukemia
SIDM00625,Tamoxifen,0.8455322980880737,2.836613416671753,-0.4479653835296631,-0.05517084151506424,MES-SA,Uterus,Other Sarcomas
SIDM00844,Motesanib,1.0632473230361938,3.733846426010132,0.09077170491218567,1.0611783266067505,Raji,Haematopoietic and Lymphoid,Burkitt's Lymphoma
SIDM01095,Rucaparib,0.9441638588905334,3.188100814819336,0.4391157925128937,0.6282094120979309,SJRH30,Soft Tissue,Rhabdomyosarcoma
SIDM00678,VTP-B,0.9106374979019165,3.034409999847412,-0.011900987476110458,0.46126535534858704,HT-1376,Bladder,Bladder Carcinoma
SIDM00599,Wee1 Inhibitor,0.7814810872077942,3.022296190261841,1.1277904510498047,-0.23379023373126984,HuO9,Bone,Osteosarcoma
SIDM00922,UNC0379,0.8617041707038879,2.8917698860168457,-0.18024206161499023,-0.021520718932151794,Calu-3,Lung,Non-Small Cell Lung Carcinoma
SIDM00548,NU7441,0.8777834177017212,3.099442720413208,0.3841279447078705,-0.10064711421728134,LK-2,Lung,Squamous Cell Lung Carcinoma
SIDM00081,JNK Inhibitor VIII,0.9880164265632629,3.333841562271118,-0.4172671139240265,0.5699895024299622,SK-MEL-28,Skin,Melanoma
SIDM01007,WZ4003,0.9455860257148743,3.416517496109009,-0.6516594886779785,0.4746268391609192,KARPAS-45,Haematopoietic and Lymphoid,T-Lymphoblastic Leukemia
SIDM00374,Vinorelbine,0.35606470704078674,3.2791035175323486,-0.7814731001853943,-1.2451542615890503,SLVL,Haematopoietic and Lymphoid,B-Cell Non-Hodgkin's Lymphoma
SIDM00690,Uprosertib,0.8201504945755005,3.2502119541168213,-0.4838953912258148,-0.035798098891973495,JHU-029,Head and Neck,Head and Neck Carcinoma
SIDM00230,615590,0.9081066250801086,3.0248701572418213,-0.027737058699131012,0.43223461508750916,IST-SL2,Lung,Small Cell Lung Carcinoma
SIDM00134,OTX015,0.8059830069541931,3.0365095138549805,0.22499747574329376,-0.31309524178504944,HOP-92,Lung,Non-Small Cell Lung Carcinoma
SIDM00279,OSI-027,0.8504527807235718,3.029230833053589,0.40564244985580444,0.2182779163122177,ECC12,Stomach,Gastric Carcinoma
SIDM00629,PD173074,0.8189103603363037,2.761881113052368,-0.7555142045021057,-0.022669214755296707,MDA-MB-436,Breast,Breast Carcinoma
SIDM01265,Alisertib,0.5454742908477783,2.9890971183776855,-0.3689478933811188,-0.902022123336792,MM1S,Haematopoietic and Lymphoid,Plasma Cell Myeloma
SIDM00633,VE821,1.0397145748138428,3.7801201343536377,1.2590380907058716,0.45660656690597534,MDA-MB-175-VII,Breast,Breast Carcinoma
SIDM00687,GSK2801,0.9717714190483093,3.417433500289917,-0.8948727250099182,0.7171080708503723,KATOIII,Stomach,Gastric Carcinoma
SIDM00210,123138,0.8634585738182068,2.7858002185821533,-0.09822673350572586,0.2990068197250366,A2780,Ovary,Ovarian Carcinoma
SIDM01176,GSK1904529A,1.0001449584960938,3.3879282474517822,-0.09779419004917145,0.43336373567581177,SUP-B15,Haematopoietic and Lymphoid,B-Lymphoblastic Leukemia
SIDM00751,776928,0.9001257419586182,2.947392702102661,-0.30945226550102234,0.4219587445259094,NCI-H1563,Lung,Non-Small Cell Lung Carcinoma
SIDM00256,Picolinici-acid,0.9800779819488525,3.5268914699554443,0.2614218294620514,0.8045127987861633,NB14,Peripheral Nervous System,Neuroblastoma
SIDM00675,GSK2830371A,0.9938302636146545,3.190188407897949,-0.058552153408527374,0.5423935651779175,HCC38,Breast,Breast Carcinoma
SIDM01031,Alpelisib,0.8628178238868713,3.321321964263916,-1.0952460765838623,0.2924114167690277,KYSE-150,Esophagus,Esophageal Squamous Cell Carcinoma
SIDM00995,GSK269962A,0.9024789929389954,2.9855642318725586,0.3209689259529114,-0.19292141497135162,A431,Skin,Other Solid Cancers
SIDM01037,AZD5153,0.7204539775848389,2.993525743484497,0.8326333165168762,-0.6102863550186157,JIMT-1,Breast,Breast Carcinoma
SIDM00300,VTP-A,0.9340886473655701,3.167592763900757,0.07912982255220413,0.5097285509109497,LC-1-sq,Lung,Squamous Cell Lung Carcinoma
SIDM00592,Oxaliplatin,0.8716809749603271,3.0265960693359375,-0.4457668960094452,-0.0035505855921655893,HO-1-N-1,Head and Neck,Oral Cavity Carcinoma
SIDM00193,Mirin,0.8107598423957825,2.8771767616271973,0.5578721165657043,-0.14565712213516235,SNU-81,Large Intestine,Colorectal Carcinoma
SIDM00502,Bromosporine,0.7024878263473511,3.7266438007354736,-2.1735377311706543,-0.5275824069976807,A4-Fuk,Haematopoietic and Lymphoid,B-Lymphoblastic Leukemia
SIDM00130,GSK626616AC,0.9017561674118042,2.942246913909912,-0.38510870933532715,0.3320203721523285,CFPAC-1,Pancreas,Pancreatic Carcinoma
SIDM01080,ICL-SIRT078,1.0084078311920166,3.501556158065796,0.6550753116607666,0.1747714728116989,SCC-9,Head and Neck,Oral Cavity Carcinoma
SIDM00445,Fulvestrant,0.9709546566009521,3.1847124099731445,0.0046536605805158615,0.25782471895217896,OACp4C,Esophagus,Esophageal Carcinoma
SIDM00230,GSK1904529A,0.9527145624160767,3.342931032180786,-0.2999473214149475,0.342591255903244,IST-SL2,Lung,Small Cell Lung Carcinoma
SIDM00964,Osimertinib,0.8931566476821899,3.383147716522217,-1.2234930992126465,0.42018604278564453,BPH-1,Prostate,Non-Cancerous
SIDM01079,Eg5_9814,0.8995285630226135,3.433804988861084,1.4944076538085938,-0.28741124272346497,SH-4,Skin,Melanoma
SIDM00467,Entinostat,0.6989412903785706,2.9018242359161377,-0.10610104352235794,-0.6602573990821838,QIMR-WIL,Haematopoietic and Lymphoid,Acute Myeloid Leukemia
SIDM00324,AZD4547,0.8428043127059937,3.1335856914520264,-0.8664112091064453,0.044336315244436264,TGW,Peripheral Nervous System,Neuroblastoma
SIDM00920,AT13148,0.8435002565383911,3.1275718212127686,-0.4704766869544983,0.01761760376393795,CAMA-1,Breast,Breast Carcinoma
SIDM00210,Ruxolitinib,0.9615691900253296,3.3647654056549072,0.6978392004966736,0.6674308180809021,A2780,Ovary,Ovarian Carcinoma
SIDM00954,PD0325901,0.9895105957984924,4.107272624969482,2.0255870819091797,0.4907699525356293,COLO-824,Breast,Breast Carcinoma
SIDM01023,AZD5363,0.868178129196167,3.017277479171753,0.06938625127077103,0.026710016652941704,MONO-MAC-6,Haematopoietic and Lymphoid,Acute Myeloid Leukemia
SIDM00365,Motesanib,0.9805065393447876,3.5815114974975586,0.14448188245296478,0.926419734954834,SBC-1,Lung,Small Cell Lung Carcinoma
SIDM00210,SN-38,0.7727369666099548,2.942464590072632,0.6319817304611206,-0.5533680319786072,A2780,Ovary,Ovarian Carcinoma
SIDM00985,Dactolisib,0.6793928146362305,3.115285634994507,-0.25427818298339844,-0.5126230120658875,BL-41,Haematopoietic and Lymphoid,Burkitt's Lymphoma
SIDM00564,Lapatinib,0.4999367892742157,3.63268780708313,-1.6951971054077148,-0.5703837275505066,OVISE,Ovary,Ovarian Carcinoma
SIDM00457,Sabutoclax,0.09390172362327576,2.552490711212158,0.1781661957502365,-1.3393194675445557,OPM-2,Haematopoietic and Lymphoid,Plasma Cell Myeloma
SIDM00208,Entinostat,0.8565467596054077,3.2739431858062744,1.456463098526001,-0.06473588943481445,D-502MG,Central Nervous System,Glioblastoma
SIDM00750,AGK2,0.9663324952125549,3.2473604679107666,-0.13994289934635162,0.5005156993865967,NCI-H1568,Lung,Non-Small Cell Lung Carcinoma
SIDM00770,Dasatinib,1.0007742643356323,3.974722146987915,1.650395154953003,0.537039577960968,NCI-H1836,Lung,Small Cell Lung Carcinoma
SIDM00847,Refametinib,0.8487792015075684,3.200678586959839,0.1064644604921341,0.03024161420762539,RD,Soft Tissue,Rhabdomyosarcoma
SIDM00548,Vinblastine,0.3170965015888214,2.9981093406677246,0.07904957979917526,-1.2818150520324707,LK-2,Lung,Squamous Cell Lung Carcinoma
SIDM00541,Mitoxantrone,0.9153792858123779,3.447237730026245,1.4930251836776733,-0.2893178164958954,HT55,Large Intestine,Colorectal Carcinoma
SIDM00193,Axitinib,0.8616546988487244,3.024010181427002,0.5548966526985168,0.03321303799748421,SNU-81,Large Intestine,Colorectal Carcinoma
SIDM01029,Veliparib,0.9333371520042419,3.2009060382843018,0.012521547265350819,0.6962503790855408,KYSE-270,Esophagus,Esophageal Squamous Cell Carcinoma
SIDM00985,OTX015,0.35310813784599304,3.309340476989746,-1.2530382871627808,-0.8666734099388123,BL-41,Haematopoietic and Lymphoid,Burkitt's Lymphoma
SIDM00614,Topotecan,0.7333357334136963,3.1089653968811035,1.150008201599121,-0.7747451663017273,JHH-7,Liver,Hepatocellular Carcinoma
SIDM01172,ABT737,0.3227933347225189,3.0176613330841064,-1.0053473711013794,-0.8878189921379089,THP-1,Haematopoietic and Lymphoid,Acute Myeloid Leukemia
SIDM00521,AT13148,0.8368912935256958,2.8548617362976074,0.040890537202358246,-0.12300204485654831,COR-L95,Lung,Small Cell Lung Carcinoma
SIDM00729,PRT062607,0.8391546607017517,3.066448211669922,-0.39894700050354004,-0.15522339940071106,NCI-H2228,Lung,Non-Small Cell Lung Carcinoma
SIDM00898,Sabutoclax,0.17855706810951233,3.1597349643707275,0.8261438608169556,-1.371677041053772,AU565,Breast,Breast Carcinoma
SIDM00739,Elesclomol,0.882707953453064,3.2928104400634766,1.4366059303283691,-0.29347676038742065,NCI-H1734,Lung,Non-Small Cell Lung Carcinoma
SIDM00715,Erlotinib,0.9535430669784546,3.376709461212158,0.4617047905921936,0.5904841423034668,NCI-H2030,Lung,Non-Small Cell Lung Carcinoma
SIDM00637,Docetaxel,0.7295821309089661,3.19846510887146,-0.2620065212249756,-0.74233478307724,MC116,Haematopoietic and Lymphoid,B-Cell Non-Hodgkin's Lymphoma
SIDM01079,Selumetinib,0.5610456466674805,3.356999158859253,-1.4231483936309814,-0.17539650201797485,SH-4,Skin,Melanoma
SIDM01265,Olaparib,0.9655582308769226,3.499467372894287,0.9467434287071228,0.4360104203224182,MM1S,Haematopoietic and Lymphoid,Plasma Cell Myeloma
SIDM00729,Buparlisib,0.6598798036575317,3.1135880947113037,0.9560032486915588,-0.5510994791984558,NCI-H2228,Lung,Non-Small Cell Lung Carcinoma
SIDM00667,Telomerase Inhibitor IX,0.5712343454360962,2.936821699142456,0.9400069117546082,-1.0643843412399292,Hs-633T,Soft Tissue,Other Sarcomas
SIDM00562,Alisertib,0.8434122204780579,3.2182650566101074,0.8600819706916809,-0.22540970146656036,MRK-nu-1,Breast,Breast Carcinoma
SIDM01205,SGC-CBP30,0.9655334949493408,3.1551949977874756,-0.5513730645179749,0.4574974477291107,TUR,Haematopoietic and Lymphoid,Acute Myeloid Leukemia
SIDM00121,BPD-00008900,0.9238541722297668,3.105109214782715,-0.21046534180641174,0.4723539352416992,CCRF-CEM,Haematopoietic and Lymphoid,T-Lymphoblastic Leukemia
SIDM00614,SB216763,0.9506789445877075,3.184634208679199,-0.18235884606838226,0.5249713659286499,JHH-7,Liver,Hepatocellular Carcinoma
SIDM00512,Dacarbazine,0.9522656202316284,2.9740655422210693,-0.04002278670668602,0.46272552013397217,COR-L23,Lung,Non-Small Cell Lung Carcinoma
SIDM00625,ERK_6604,0.8472562432289124,2.833451509475708,0.2755555510520935,0.1417417675256729,MES-SA,Uterus,Other Sarcomas
SIDM00324,Venetoclax,0.7151448726654053,3.557302236557007,-1.626956582069397,-0.050629664212465286,TGW,Peripheral Nervous System,Neuroblastoma
SIDM00233,AZD5153,0.3514755368232727,2.73319411277771,-0.1593025028705597,-0.9646138548851013,ATN-1,Haematopoietic and Lymphoid,T-Lymphoblastic Leukemia
SIDM01144,RVX-208,0.936489462852478,3.321667432785034,0.6082379221916199,0.6070889234542847,SNU-5,Stomach,Gastric Carcinoma
SIDM00901,LMP744,0.8532050251960754,3.4074950218200684,1.6995394229888916,-0.5626167058944702,AN3-CA,Endometrium,Endometrial Carcinoma
SIDM00135,Doramapimod,1.1145256757736206,3.780301332473755,0.48183491826057434,1.0070092678070068,Hs-578-T,Breast,Breast Carcinoma
SIDM00909,PLX-4720,0.4484892785549164,3.8316192626953125,-2.1119544506073,-0.30788543820381165,COLO-829,Skin,Melanoma
SIDM00499,Obatoclax Mesylate,0.2440168261528015,2.8983821868896484,-0.226830393075943,-1.2043803930282593,22RV1,Prostate,Prostate Carcinoma
SIDM01131,Entinostat,0.3376747965812683,3.369174003601074,-1.5544886589050293,-1.0771994590759277,NCI-H82,Lung,Small Cell Lung Carcinoma
SIDM01102,Nilotinib,0.9767457842826843,3.141885995864868,-0.16331544518470764,0.23207342624664307,WIL2-NS,Haematopoietic and Lymphoid,Non-Cancerous
SIDM00946,Bromosporine,0.9120308756828308,3.2236087322235107,-0.6221420764923096,0.007799010258167982,DND-41,Haematopoietic and Lymphoid,T-Lymphoblastic Leukemia
SIDM00703,WIKI4,0.9369007349014282,3.117738962173462,-0.33497247099876404,0.1631668210029602,NCI-H2110,Lung,Non-Small Cell Lung Carcinoma
SIDM00555,NVP-ADW742,0.8217126727104187,2.8750672340393066,-0.09656115621328354,-0.3964589536190033,KS-1,Central Nervous System,Glioblastoma
SIDM01114,LMP744,0.4221617579460144,2.773003578186035,0.4646584987640381,-1.1930662393569946,PWR-1E,Prostate,Non-Cancerous
SIDM00746,WEHI-539,0.9802034497261047,3.3335883617401123,-0.4049374461174011,0.28062593936920166,NCI-H1648,Lung,Non-Small Cell Lung Carcinoma
SIDM00548,AZD6738,0.6593145132064819,2.9925026893615723,0.02488294243812561,-0.6390872001647949,LK-2,Lung,Squamous Cell Lung Carcinoma
SIDM01003,NU7441,0.8905467987060547,3.0718348026275635,0.2535969913005829,0.0068044839426875114,KE-37,Haematopoietic and Lymphoid,T-Lymphoblastic Leukemia
SIDM00256,LJI308,0.9577770233154297,3.209552526473999,-0.3224286139011383,0.3962099254131317,NB14,Peripheral Nervous System,Neuroblastoma
SIDM00922,CPI-637,0.9209628105163574,2.9972140789031982,-0.05423777177929878,0.20208822190761566,Calu-3,Lung,Non-Small Cell Lung Carcinoma
SIDM01114,GNE-317,0.32965660095214844,2.652104377746582,0.40994855761528015,-1.2724429368972778,PWR-1E,Prostate,Non-Cancerous
SIDM00130,L-Oxonoreleagnine,0.9482932090759277,3.1879992485046387,-1.0044695138931274,0.4101441502571106,CFPAC-1,Pancreas,Pancreatic Carcinoma
SIDM00821,Veliparib,0.9690142869949341,3.3193624019622803,-0.35480552911758423,0.7931598424911499,RCC-AB,Kidney,Kidney Carcinoma
SIDM00416,Irinotecan,0.629101037979126,2.963325023651123,-0.8703199625015259,-0.6727048754692078,VAL,Haematopoietic and Lymphoid,B-Cell Non-Hodgkin's Lymphoma
SIDM01037,WEHI-539,0.6094658374786377,3.1996288299560547,-1.1661990880966187,-0.15653209388256073,JIMT-1,Breast,Breast Carcinoma
SIDM01265,MK-1775,0.28072452545166016,2.866442918777466,-0.1759481430053711,-1.2762291431427002,MM1S,Haematopoietic and Lymphoid,Plasma Cell Myeloma
SIDM01127,BI-2536,0.8085583448410034,3.4529001712799072,1.5336261987686157,-0.7794934511184692,NCI-H596,Lung,Non-Small Cell Lung Carcinoma
SIDM01018,5-azacytidine,0.5908628702163696,2.570385456085205,-0.3416529595851898,-0.6760916113853455,KM-H2,Haematopoietic and Lymphoid,Hodgkin's Lymphoma
SIDM01100,GSK2578215A,0.9276822209358215,3.274416446685791,-1.0226494073867798,0.2884553372859955,SK-N-DZ,Peripheral Nervous System,Neuroblastoma
SIDM00909,BMS-754807,0.9362043142318726,3.368084669113159,1.0815035104751587,-0.12202277779579163,COLO-829,Skin,Melanoma
SIDM00230,Oxaliplatin,0.7735061645507812,3.1015098094940186,-0.9814864993095398,-0.2341281920671463,IST-SL2,Lung,Small Cell Lung Carcinoma
SIDM00847,NVP-ADW742,0.7927302122116089,3.235106945037842,-0.41618725657463074,-0.46506795287132263,RD,Soft Tissue,Rhabdomyosarcoma
SIDM00197,Olaparib,0.7254111170768738,3.9064083099365234,-2.226362466812134,-0.492419958114624,EW-18,Bone,Ewing's Sarcoma
SIDM00261,Alisertib,0.6733978986740112,2.989452362060547,-0.1519256830215454,-0.6696155071258545,ES8,Bone,Ewing's Sarcoma
SIDM00555,Vinblastine,0.6446373462677002,2.9823145866394043,0.8580800294876099,-1.0252161026000977,KS-1,Central Nervous System,Glioblastoma
SIDM01029,Vinblastine,0.674051821231842,3.156920909881592,1.170951008796692,-1.0129157304763794,KYSE-270,Esophagus,Esophageal Squamous Cell Carcinoma
SIDM01265,Vorinostat,0.40167638659477234,2.9791207313537598,-0.9670469164848328,-0.961387038230896,MM1S,Haematopoietic and Lymphoid,Plasma Cell Myeloma
SIDM00244,Vinorelbine,0.4974585473537445,2.8066554069519043,-0.011370697058737278,-1.107414722442627,NB69,Peripheral Nervous System,Neuroblastoma
SIDM00745,Dihydrorotenone,0.7987627387046814,3.0651378631591797,-0.5323591828346252,-0.02581397071480751,NCI-H1650,Lung,Non-Small Cell Lung Carcinoma
SIDM01007,Dinaciclib,0.1136096715927124,2.79795503616333,-0.07772975414991379,-1.3943167924880981,KARPAS-45,Haematopoietic and Lymphoid,T-Lymphoblastic Leukemia
SIDM00196,Vinorelbine,0.2500593364238739,3.3365912437438965,-1.293381929397583,-1.2960832118988037,EW-22,Bone,Ewing's Sarcoma
SIDM00739,Docetaxel,0.8907712697982788,3.7705113887786865,1.7790544033050537,-0.2704850435256958,NCI-H1734,Lung,Non-Small Cell Lung Carcinoma
SIDM00614,CCT007093,0.9343546628952026,3.2862937450408936,-0.6779279112815857,0.600273609161377,JHH-7,Liver,Hepatocellular Carcinoma
SIDM00684,I-BRD9,0.9861652255058289,3.1915087699890137,0.2103702276945114,0.35565194487571716,LN-229,Central Nervous System,Glioblastoma
SIDM00864,AZD8186,0.8774240016937256,3.150963068008423,0.9388929605484009,0.2634974718093872,DoTc2-4510,Cervix,Cervical Carcinoma
SIDM00244,N25720-51-A1,0.8870930075645447,2.8594810962677,-0.15367405116558075,0.4119478762149811,NB69,Peripheral Nervous System,Neuroblastoma
SIDM01183,Mirin,0.8189036846160889,3.0592048168182373,0.8435294032096863,-0.09896951168775558,UMC-11,Lung,Other Solid Cancers
SIDM00795,BDF00022089a,0.8317819833755493,2.5777573585510254,-0.297260046005249,0.18445126712322235,A375,Skin,Melanoma
SIDM00982,Irinotecan,0.7080848217010498,2.9323198795318604,-0.4370329976081848,-0.7548731565475464,42-MG-BA,Central Nervous System,Glioblastoma
SIDM00795,Oxaliplatin,0.7921628952026367,2.6358041763305664,-0.45447972416877747,-0.23285482823848724,A375,Skin,Melanoma
SIDM00607,Navitoclax,0.7518057823181152,2.6671459674835205,0.3265020251274109,-0.2806124985218048,KNS-42,Central Nervous System,Glioblastoma
SIDM00506,N29087-69-1,0.9357626438140869,3.1692497730255127,0.0729481428861618,0.4316997826099396,COR-L88,Lung,Small Cell Lung Carcinoma
SIDM00678,AMG-319,0.9626813530921936,3.2895333766937256,0.25288155674934387,0.7875806093215942,HT-1376,Bladder,Bladder Carcinoma
SIDM00806,Elephantin,0.9150089621543884,3.120002508163452,0.8507870435714722,0.055143147706985474,HOS,Bone,Osteosarcoma
SIDM00051,Tanespimycin,0.8729507923126221,3.0693342685699463,1.0250734090805054,-0.15820004045963287,CHSA0011,Bone,Chondrosarcoma
SIDM00745,Fludarabine,0.9931350350379944,3.2340312004089355,0.19339849054813385,0.44096696376800537,NCI-H1650,Lung,Non-Small Cell Lung Carcinoma
SIDM01100,Podophyllotoxin bromide,0.5684652328491211,2.8039662837982178,-0.03134749084711075,-0.9602581858634949,SK-N-DZ,Peripheral Nervous System,Neuroblastoma
SIDM00445,Wee1 Inhibitor,0.8734445571899414,3.379664659500122,1.4808791875839233,-0.30095720291137695,OACp4C,Esophagus,Esophageal Carcinoma
SIDM00882,Gallibiscoquinazole,0.9487016797065735,3.4231932163238525,-0.1977051943540573,0.526049792766571,HCC1419,Breast,Breast Carcinoma
SIDM00053,Gefitinib,1.0572232007980347,4.022690296173096,0.057092588394880295,0.9901853203773499,MZ1-PC,Pancreas,Pancreatic Carcinoma
SIDM00210,GSK2830371,0.9721431136131287,3.355520009994507,0.7752639651298523,0.675134003162384,A2780,Ovary,Ovarian Carcinoma
